[11/10/2016 11:48:07]  Starting Greedy Search
[11/10/2016 11:48:07]  Child Node :: Cost - 27	 Move - u	 PlayerPos - (4, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 27	 Move - r	 PlayerPos - (5, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 27	 Move - d	 PlayerPos - (4, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 27	 Move - l	 PlayerPos - (3, 5) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 32	 Move - r	 PlayerPos - (5, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 33	 Move - u	 PlayerPos - (5, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 33	 Move - d	 PlayerPos - (5, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 33	 Move - l	 PlayerPos - (4, 4) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 33	 Move - d	 PlayerPos - (5, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 34	 Move - u	 PlayerPos - (5, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 34	 Move - d	 PlayerPos - (5, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 34	 Move - l	 PlayerPos - (4, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 34	 Move - l	 PlayerPos - (4, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 35	 Move - u	 PlayerPos - (4, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 35	 Move - r	 PlayerPos - (5, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 35	 Move - d	 PlayerPos - (4, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 35	 Move - l	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 35	 Move - l	 PlayerPos - (3, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 36	 Move - u	 PlayerPos - (3, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 36	 Move - r	 PlayerPos - (4, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 36	 Move - d	 PlayerPos - (3, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 36	 Move - u	 PlayerPos - (3, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - r	 PlayerPos - (4, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - d	 PlayerPos - (3, 5) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - l	 PlayerPos - (2, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 37	 Move - l	 PlayerPos - (2, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 38	 Move - u	 PlayerPos - (2, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 38	 Move - r	 PlayerPos - (3, 4) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 36	 Move - d	 PlayerPos - (3, 6) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - u	 PlayerPos - (3, 5) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - r	 PlayerPos - (4, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 38	 Move - u	 PlayerPos - (2, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 39	 Move - u	 PlayerPos - (2, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 39	 Move - d	 PlayerPos - (2, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 39	 Move - l	 PlayerPos - (1, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 39	 Move - l	 PlayerPos - (1, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 40	 Move - u	 PlayerPos - (1, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 40	 Move - r	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 36	 Move - r	 PlayerPos - (4, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - u	 PlayerPos - (4, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - r	 PlayerPos - (5, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - d	 PlayerPos - (4, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - l	 PlayerPos - (3, 5) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 40	 Move - u	 PlayerPos - (1, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 41	 Move - u	 PlayerPos - (1, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 41	 Move - r	 PlayerPos - (2, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 41	 Move - d	 PlayerPos - (1, 3) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 35	 Move - u	 PlayerPos - (4, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 36	 Move - u	 PlayerPos - (4, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 36	 Move - r	 PlayerPos - (5, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 36	 Move - d	 PlayerPos - (4, 5) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 36	 Move - l	 PlayerPos - (3, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 36	 Move - l	 PlayerPos - (3, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - r	 PlayerPos - (4, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - d	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 37	 Move - l	 PlayerPos - (2, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 37	 Move - d	 PlayerPos - (3, 5) :: Deadlock
[11/10/2016 11:48:07]  Dequeued :: Cost - 37	 Move - l	 PlayerPos - (2, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 38	 Move - u	 PlayerPos - (2, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 38	 Move - r	 PlayerPos - (3, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 38	 Move - d	 PlayerPos - (2, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 38	 Move - d	 PlayerPos - (2, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 39	 Move - u	 PlayerPos - (2, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 39	 Move - r	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 39	 Move - r	 PlayerPos - (3, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 40	 Move - u	 PlayerPos - (3, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 40	 Move - r	 PlayerPos - (4, 5) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 40	 Move - d	 PlayerPos - (3, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 40	 Move - l	 PlayerPos - (2, 5) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 40	 Move - d	 PlayerPos - (3, 6) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 41	 Move - u	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 41	 Move - r	 PlayerPos - (4, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 41	 Move - u	 PlayerPos - (3, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 42	 Move - r	 PlayerPos - (4, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 42	 Move - d	 PlayerPos - (3, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 42	 Move - l	 PlayerPos - (2, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 42	 Move - l	 PlayerPos - (2, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 43	 Move - u	 PlayerPos - (2, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 43	 Move - r	 PlayerPos - (3, 5) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 43	 Move - u	 PlayerPos - (2, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 44	 Move - u	 PlayerPos - (2, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 44	 Move - r	 PlayerPos - (3, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 44	 Move - d	 PlayerPos - (2, 5) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 44	 Move - r	 PlayerPos - (3, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 45	 Move - r	 PlayerPos - (4, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 45	 Move - d	 PlayerPos - (3, 5) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 45	 Move - l	 PlayerPos - (2, 4) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 45	 Move - r	 PlayerPos - (4, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 46	 Move - u	 PlayerPos - (4, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 46	 Move - r	 PlayerPos - (5, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 46	 Move - d	 PlayerPos - (4, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 46	 Move - l	 PlayerPos - (3, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 46	 Move - l	 PlayerPos - (3, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 47	 Move - r	 PlayerPos - (4, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 47	 Move - d	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 47	 Move - r	 PlayerPos - (4, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 48	 Move - u	 PlayerPos - (4, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 48	 Move - r	 PlayerPos - (5, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 48	 Move - d	 PlayerPos - (4, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 48	 Move - l	 PlayerPos - (3, 4) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 47	 Move - d	 PlayerPos - (3, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 48	 Move - u	 PlayerPos - (3, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 48	 Move - r	 PlayerPos - (4, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 48	 Move - d	 PlayerPos - (3, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 48	 Move - l	 PlayerPos - (2, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 48	 Move - l	 PlayerPos - (2, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 49	 Move - u	 PlayerPos - (2, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 49	 Move - r	 PlayerPos - (3, 5) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 49	 Move - u	 PlayerPos - (2, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 50	 Move - u	 PlayerPos - (2, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 50	 Move - r	 PlayerPos - (3, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 50	 Move - d	 PlayerPos - (2, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 50	 Move - d	 PlayerPos - (2, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 51	 Move - u	 PlayerPos - (2, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 51	 Move - r	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 48	 Move - d	 PlayerPos - (3, 6) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 49	 Move - u	 PlayerPos - (3, 5) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 49	 Move - r	 PlayerPos - (4, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 50	 Move - u	 PlayerPos - (2, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 51	 Move - u	 PlayerPos - (2, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 51	 Move - d	 PlayerPos - (2, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 51	 Move - l	 PlayerPos - (1, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 50	 Move - r	 PlayerPos - (3, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 51	 Move - r	 PlayerPos - (4, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 51	 Move - d	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 51	 Move - l	 PlayerPos - (2, 4) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 51	 Move - d	 PlayerPos - (2, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - u	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - r	 PlayerPos - (3, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - d	 PlayerPos - (2, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 51	 Move - l	 PlayerPos - (1, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - u	 PlayerPos - (1, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - r	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 52	 Move - d	 PlayerPos - (2, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 53	 Move - u	 PlayerPos - (2, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 53	 Move - r	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 51	 Move - d	 PlayerPos - (3, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - u	 PlayerPos - (3, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - r	 PlayerPos - (4, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - d	 PlayerPos - (3, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - l	 PlayerPos - (2, 5) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 51	 Move - r	 PlayerPos - (3, 5) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - u	 PlayerPos - (3, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - r	 PlayerPos - (4, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - d	 PlayerPos - (3, 6) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 52	 Move - l	 PlayerPos - (2, 5) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 52	 Move - u	 PlayerPos - (1, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 53	 Move - u	 PlayerPos - (1, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 53	 Move - r	 PlayerPos - (2, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 53	 Move - d	 PlayerPos - (1, 3) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 53	 Move - r	 PlayerPos - (2, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 54	 Move - u	 PlayerPos - (2, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 54	 Move - r	 PlayerPos - (3, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 54	 Move - d	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 54	 Move - l	 PlayerPos - (1, 2) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 54	 Move - u	 PlayerPos - (2, 1) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 55	 Move - r	 PlayerPos - (3, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 55	 Move - d	 PlayerPos - (2, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 55	 Move - l	 PlayerPos - (1, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 55	 Move - d	 PlayerPos - (2, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 56	 Move - u	 PlayerPos - (2, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 56	 Move - r	 PlayerPos - (3, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 56	 Move - d	 PlayerPos - (2, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 56	 Move - l	 PlayerPos - (1, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 56	 Move - d	 PlayerPos - (2, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - u	 PlayerPos - (2, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - d	 PlayerPos - (2, 4) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - l	 PlayerPos - (1, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 57	 Move - l	 PlayerPos - (1, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - u	 PlayerPos - (1, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - r	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 56	 Move - r	 PlayerPos - (3, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - u	 PlayerPos - (3, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - r	 PlayerPos - (4, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - l	 PlayerPos - (2, 2) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 58	 Move - u	 PlayerPos - (1, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 59	 Move - u	 PlayerPos - (1, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 59	 Move - r	 PlayerPos - (2, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 59	 Move - d	 PlayerPos - (1, 3) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 56	 Move - l	 PlayerPos - (1, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - u	 PlayerPos - (1, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - r	 PlayerPos - (2, 2) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - d	 PlayerPos - (1, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 57	 Move - d	 PlayerPos - (1, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - u	 PlayerPos - (1, 2) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 57	 Move - u	 PlayerPos - (2, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - u	 PlayerPos - (2, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - r	 PlayerPos - (3, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - d	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - l	 PlayerPos - (1, 2) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 54	 Move - r	 PlayerPos - (3, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 55	 Move - u	 PlayerPos - (3, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 55	 Move - r	 PlayerPos - (4, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 55	 Move - l	 PlayerPos - (2, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 55	 Move - l	 PlayerPos - (2, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 56	 Move - u	 PlayerPos - (2, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 56	 Move - r	 PlayerPos - (3, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 56	 Move - d	 PlayerPos - (2, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 56	 Move - u	 PlayerPos - (2, 1) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - r	 PlayerPos - (3, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - d	 PlayerPos - (2, 2) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - l	 PlayerPos - (1, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 56	 Move - d	 PlayerPos - (2, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - u	 PlayerPos - (2, 2) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - d	 PlayerPos - (2, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - l	 PlayerPos - (1, 3) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 57	 Move - d	 PlayerPos - (2, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - u	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - r	 PlayerPos - (3, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - d	 PlayerPos - (2, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 57	 Move - l	 PlayerPos - (1, 3) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - u	 PlayerPos - (1, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - r	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 58	 Move - r	 PlayerPos - (3, 4) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 59	 Move - r	 PlayerPos - (4, 4) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 59	 Move - d	 PlayerPos - (3, 5) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 59	 Move - l	 PlayerPos - (2, 4) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 59	 Move - r	 PlayerPos - (2, 2) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 60	 Move - u	 PlayerPos - (2, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 60	 Move - r	 PlayerPos - (3, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 60	 Move - d	 PlayerPos - (2, 3) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 60	 Move - l	 PlayerPos - (1, 2) :: Redundant
[11/10/2016 11:48:07]  Dequeued :: Cost - 58	 Move - u	 PlayerPos - (1, 2) :: Deadlock
[11/10/2016 11:48:07]  Dequeued :: Cost - 56	 Move - u	 PlayerPos - (2, 1) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - r	 PlayerPos - (3, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - d	 PlayerPos - (2, 2) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 57	 Move - l	 PlayerPos - (1, 1) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 57	 Move - l	 PlayerPos - (1, 1) :: Exploring
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - r	 PlayerPos - (2, 1) :: Redundant
[11/10/2016 11:48:07]  Child Node :: Cost - 58	 Move - d	 PlayerPos - (1, 2) :: Added to Fringe
[11/10/2016 11:48:07]  Dequeued :: Cost - 58	 Move - d	 PlayerPos - (1, 2) :: GoalState
